balkon_durumu,banyo_sayisi,bina_kat_sayisi,bina_yasi,kat,esya_durumu,isitma_tipi,net_metrekare,oda_sayisi,site,tip,fiyat
0,1.0,15.0,7.0,5.0,0,0,100.0,3.0,1,1,1299999.0
0,1.0,10.0,3.0,5.0,0,0,110.0,3.0,1,1,4500000.0
0,1.0,5.0,0.0,1.0,0,0,90.0,3.0,1,1,2099000.0
0,2.0,5.0,0.0,2.0,0,0,100.0,3.0,0,1,4200000.0
0,2.0,5.0,7.0,1.0,0,0,155.0,4.0,0,1,7000000.0
0,2.0,12.0,18.0,7.0,0,0,143.0,4.0,0,1,3280000.0
0,2.0,8.0,13.0,2.0,0,0,155.0,4.0,0,1,6250000.0
0,3.0,3.0,0.0,1.0,0,0,370.0,5.0,0,3,11000000.0
0,1.0,9.0,3.0,5.0,0,0,50.0,2.0,0,1,2250000.0
0,2.0,12.0,13.0,4.0,0,0,140.0,4.0,1,1,3500000.0
0,2.0,3.0,2.0,1.0,0,0,135.0,4.0,1,1,3299999.0
0,1.0,5.0,0.0,2.0,0,0,120.0,3.0,1,1,3990000.0
0,4.0,3.0,0.0,1.0,0,0,500.0,9.0,0,3,31000000.0
0,2.0,5.0,7.0,4.0,0,0,230.0,7.0,0,1,7500000.0
0,2.0,5.0,0.0,1.0,0,0,110.0,3.0,1,1,3099999.0
0,2.0,4.0,0.0,1.0,0,0,130.0,4.0,1,1,2999999.0
0,2.0,3.0,0.0,2.0,0,0,120.0,3.0,1,1,3300000.0
0,2.0,4.0,3.0,2.0,0,0,70.0,2.0,1,1,1350000.0
0,2.0,4.0,7.0,1.0,0,0,95.0,3.0,1,1,1400000.0
0,2.0,20.0,4.0,7.0,0,0,100.0,3.0,1,1,1495000.0
0,2.0,3.0,2.0,2.0,0,0,150.0,4.0,1,1,3000000.0
0,1.0,4.0,4.0,1.0,0,0,85.0,3.0,1,1,1525000.0
0,2.0,4.0,4.0,1.0,0,0,97.0,3.0,1,1,1560000.0
0,1.0,3.0,0.0,2.0,0,0,150.0,4.0,1,1,2750000.0
0,1.0,4.0,4.0,1.0,0,0,70.0,2.0,1,1,1575000.0
0,2.0,20.0,4.0,1.0,0,0,100.0,3.0,1,1,1599000.0
0,2.0,4.0,4.0,1.0,0,0,95.0,3.0,1,1,1790000.0
0,2.0,3.0,0.0,1.0,0,0,90.0,3.0,1,1,2500000.0
0,2.0,10.0,4.0,1.0,0,0,70.0,2.0,1,1,1825000.0
0,2.0,14.0,4.0,13.0,0,0,105.0,3.0,1,1,1890000.0
0,2.0,4.0,0.0,1.0,0,0,95.0,3.0,1,1,2750000.0
0,2.0,4.0,4.0,1.0,0,0,98.0,3.0,1,1,1890000.0
0,2.0,4.0,0.0,3.0,0,0,100.0,3.0,1,1,1895000.0
0,2.0,4.0,4.0,1.0,0,0,105.0,3.0,1,1,1920000.0
0,1.0,4.0,0.0,2.0,0,0,110.0,3.0,1,1,999000.0
0,2.0,4.0,0.0,2.0,0,0,100.0,3.0,1,1,1980000.0
0,2.0,5.0,4.0,4.0,0,0,100.0,3.0,1,1,2145000.0
0,2.0,4.0,4.0,1.0,0,0,100.0,3.0,1,1,2450000.0
0,2.0,4.0,4.0,3.0,0,0,130.0,4.0,1,1,2495000.0
0,2.0,4.0,4.0,1.0,0,0,100.0,3.0,1,1,2500000.0
0,2.0,4.0,4.0,2.0,0,0,105.0,3.0,1,1,2550000.0
0,2.0,4.0,4.0,1.0,0,0,100.0,3.0,1,1,2550000.0
0,3.0,4.0,4.0,3.0,0,0,180.0,6.0,1,1,2600000.0
0,2.0,4.0,7.0,1.0,0,0,135.0,4.0,1,1,2700000.0
0,2.0,4.0,4.0,3.0,0,0,110.0,3.0,1,1,2750000.0
0,1.0,10.0,0.0,7.0,0,0,85.0,2.0,1,1,1359000.0
0,1.0,4.0,0.0,1.0,0,0,110.0,3.0,1,1,2300000.0
0,1.0,4.0,4.0,25.0,0,0,185.0,4.0,1,1,4599999.0
0,1.0,5.0,0.0,2.0,0,0,135.0,4.0,1,1,4400000.0
0,1.0,3.0,0.0,2.0,0,0,140.0,3.0,1,1,3500000.0
0,2.0,20.0,0.0,3.0,0,0,110.0,3.0,1,1,1375000.0
0,2.0,4.0,0.0,1.0,0,0,135.0,4.0,1,1,3700000.0
0,2.0,4.0,7.0,2.0,0,0,210.0,4.0,1,1,6100000.0
0,1.0,4.0,0.0,2.0,0,0,95.0,3.0,1,1,3699999.0
0,2.0,3.0,0.0,2.0,0,0,160.0,4.0,1,1,3799999.0
0,1.0,4.0,0.0,1.0,0,0,95.0,3.0,1,1,2399999.0
0,2.0,5.0,0.0,1.0,0,0,160.0,4.0,1,1,3799999.0
0,2.0,5.0,0.0,2.0,0,0,100.0,3.0,1,1,3099999.0
0,1.0,4.0,0.0,1.0,0,0,105.0,3.0,1,1,2300000.0
0,2.0,4.0,0.0,2.0,0,0,110.0,3.0,1,1,2840000.0
0,2.0,4.0,0.0,3.0,0,0,165.0,4.0,1,1,3548000.0
0,1.0,3.0,0.0,1.0,0,0,115.0,3.0,1,1,3400000.0
0,2.0,5.0,0.0,2.0,0,0,140.0,4.0,1,1,3999999.0
0,1.0,4.0,0.0,3.0,0,0,110.0,3.0,1,1,3299999.0
0,3.0,3.0,0.0,3.0,0,0,225.0,7.0,1,1,5299999.0
0,2.0,3.0,0.0,1.0,0,0,100.0,3.0,1,1,2599999.0
1,1.0,3.0,0.0,1.0,0,0,105.0,3.0,1,1,2599999.0
0,2.0,2.0,0.0,1.0,0,0,145.0,4.0,1,1,3000000.0
0,3.0,4.0,0.0,3.0,0,0,230.0,7.0,1,1,4750000.0
0,5.0,3.0,0.0,1.0,0,0,450.0,7.0,1,3,17999999.0
0,3.0,4.0,0.0,25.0,0,0,200.0,6.0,1,1,3429000.0
0,2.0,4.0,0.0,1.0,0,0,150.0,4.0,1,1,3699999.0
0,3.0,2.0,0.0,2.0,0,0,220.0,7.0,1,1,4850000.0
1,2.0,5.0,0.0,1.0,0,0,100.0,3.0,1,1,2249999.0
0,3.0,4.0,0.0,4.0,0,0,200.0,7.0,1,1,4475000.0
0,3.0,5.0,0.0,4.0,0,0,220.0,6.0,1,1,3899999.0
0,2.0,5.0,0.0,4.0,0,0,200.0,6.0,1,1,3750000.0
0,3.0,4.0,0.0,3.0,0,0,220.0,6.0,1,1,3850000.0
0,2.0,3.0,0.0,2.0,0,0,115.0,3.0,1,1,4850000.0
0,4.0,3.0,0.0,1.0,0,0,420.0,6.0,1,3,25000000.0
0,2.0,3.0,0.0,1.0,0,0,115.0,3.0,1,1,4500000.0
0,2.0,3.0,0.0,1.0,0,0,110.0,3.0,1,1,3999999.0
0,3.0,3.0,0.0,3.0,0,0,250.0,5.0,1,1,3899999.0
0,2.0,13.0,7.0,12.0,0,0,200.0,4.0,1,1,4900000.0
0,2.0,4.0,0.0,2.0,0,0,150.0,4.0,1,1,3749000.0
0,3.0,3.0,0.0,3.0,0,0,240.0,7.0,1,1,5999999.0
0,1.0,3.0,0.0,1.0,0,0,95.0,3.0,1,1,2799999.0
0,2.0,4.0,0.0,1.0,0,0,105.0,3.0,1,1,2399999.0
0,2.0,5.0,0.0,4.0,0,0,110.0,3.0,1,1,2945000.0
0,2.0,4.0,0.0,1.0,0,0,140.0,4.0,1,1,3750000.0
0,6.0,3.0,0.0,1.0,0,0,550.0,8.0,1,3,25750000.0
0,6.0,3.0,0.0,1.0,0,0,450.0,8.0,1,1,29500000.0
0,1.0,3.0,0.0,1.0,0,0,135.0,4.0,1,1,3100000.0
0,2.0,5.0,0.0,3.0,0,0,180.0,5.0,1,1,3899999.0
0,2.0,4.0,0.0,3.0,0,0,145.0,4.0,1,1,3699999.0
0,2.0,3.0,0.0,2.0,0,0,135.0,4.0,1,1,3850000.0
0,3.0,3.0,0.0,3.0,0,0,220.0,5.0,1,1,3500000.0
0,2.0,3.0,0.0,2.0,0,0,135.0,4.0,1,1,3850000.0
0,2.0,5.0,7.0,3.0,0,0,150.0,4.0,0,1,9500000.0
0,2.0,5.0,0.0,2.0,0,0,100.0,3.0,1,1,4900000.0
0,1.0,15.0,0.0,9.0,0,0,60.0,2.0,1,1,3600000.0
0,1.0,4.0,0.0,3.0,0,0,80.0,3.0,1,1,2350000.0
0,2.0,4.0,0.0,1.0,0,0,145.0,4.0,1,1,2950000.0
0,4.0,3.0,0.0,1.0,0,0,350.0,8.0,1,3,29000000.0
0,1.0,5.0,0.0,2.0,0,0,90.0,3.0,1,1,3600000.0
0,2.0,3.0,4.0,3.0,0,0,140.0,5.0,1,1,3650000.0
0,1.0,5.0,0.0,4.0,0,0,130.0,4.0,1,1,5750000.0
0,2.0,4.0,0.0,1.0,0,0,95.0,3.0,1,1,5950000.0
0,1.0,4.0,0.0,1.0,0,0,100.0,3.0,1,1,2449000.0
0,2.0,3.0,0.0,2.0,0,0,90.0,3.0,1,1,3500000.0
0,2.0,4.0,0.0,3.0,0,0,90.0,3.0,1,1,2990000.0
0,2.0,4.0,0.0,1.0,0,0,95.0,3.0,1,1,4200000.0
0,2.0,4.0,0.0,1.0,0,0,85.0,3.0,1,1,3600000.0
0,2.0,5.0,0.0,2.0,0,0,126.0,4.0,1,1,10000000.0
0,2.0,5.0,0.0,5.0,0,0,90.0,3.0,1,1,2980000.0
0,2.0,5.0,0.0,4.0,0,0,100.0,3.0,1,1,2949000.0
0,2.0,15.0,0.0,10.0,0,0,180.0,4.0,1,1,6299000.0
0,1.0,5.0,0.0,3.0,0,0,125.0,3.0,1,1,2790000.0
0,1.0,5.0,13.0,1.0,0,0,70.0,2.0,1,1,1900000.0
0,2.0,19.0,7.0,10.0,0,0,135.0,5.0,0,1,5950000.0
1,2.0,11.0,7.0,11.0,0,0,104.0,4.0,0,1,4750000.0
0,2.0,19.0,7.0,1.0,0,0,165.0,5.0,0,1,13000000.0
0,2.0,16.0,7.0,12.0,0,0,110.0,4.0,0,1,5150000.0
0,2.0,19.0,7.0,2.0,0,0,85.0,3.0,0,1,3585000.0
0,1.0,4.0,21.0,1.0,0,0,120.0,4.0,1,1,1345000.0
0,3.0,16.0,13.0,1.0,0,0,180.0,5.0,0,1,11560000.0
0,2.0,3.0,0.0,1.0,0,0,120.0,4.0,1,1,4500000.0
0,1.0,4.0,21.0,1.0,0,0,100.0,3.0,1,1,1800000.0
0,1.0,4.0,7.0,3.0,0,0,85.0,3.0,1,1,3150000.0
0,1.0,20.0,1.0,4.0,0,0,74.0,3.0,1,1,4750000.0
0,1.0,5.0,21.0,3.0,0,0,120.0,4.0,1,1,2300000.0
0,1.0,4.0,7.0,2.0,0,0,90.0,3.0,1,1,2565000.0
0,3.0,4.0,7.0,25.0,0,0,275.0,7.0,1,1,5200000.0
0,1.0,4.0,21.0,2.0,1,0,85.0,3.0,1,1,1550000.0
1,1.0,4.0,0.0,1.0,0,0,70.0,3.0,1,1,1975000.0
1,1.0,5.0,21.0,1.0,0,0,75.0,3.0,1,1,1350000.0
0,1.0,4.0,21.0,4.0,0,0,95.0,3.0,1,1,2300000.0
0,1.0,5.0,21.0,3.0,0,0,90.0,3.0,0,1,1300000.0
0,1.0,5.0,18.0,5.0,0,0,110.0,3.0,1,1,3200000.0
0,2.0,5.0,0.0,2.0,0,0,140.0,4.0,1,1,3650000.0
0,1.0,4.0,21.0,2.0,0,0,110.0,4.0,1,1,2450000.0
1,1.0,4.0,7.0,1.0,0,0,90.0,3.0,1,1,2350000.0
0,2.0,5.0,21.0,1.0,0,0,160.0,4.0,1,1,3100000.0
0,2.0,5.0,21.0,1.0,0,0,160.0,4.0,1,1,3100000.0
0,1.0,6.0,21.0,1.0,0,0,85.0,3.0,1,1,1650000.0
0,1.0,5.0,0.0,1.0,0,0,160.0,4.0,1,1,6700000.0
0,1.0,6.0,21.0,1.0,0,0,119.0,4.0,1,1,1745000.0
0,1.0,5.0,21.0,2.0,0,0,110.0,4.0,1,1,2000000.0
0,2.0,4.0,7.0,1.0,0,0,85.0,3.0,1,1,2150000.0
0,1.0,5.0,21.0,5.0,0,0,150.0,5.0,1,1,2150000.0
0,1.0,4.0,0.0,1.0,0,0,128.56912004950496,3.0,1,1,3100000.0
0,2.0,5.0,0.0,1.0,0,0,125.0,4.0,1,1,2749000.0
0,1.0,3.0,18.0,3.0,0,0,100.0,3.0,1,1,1799000.0
0,1.0,3.0,21.0,3.0,0,0,76.0,3.0,1,1,2000000.0
1,1.0,6.0,21.0,1.0,0,0,100.0,3.0,1,1,2000000.0
0,1.0,5.0,0.0,1.0,0,0,130.0,4.0,1,1,3290000.0
0,1.0,3.0,21.0,3.0,0,0,90.0,3.0,1,1,1575000.0
0,1.0,4.0,21.0,1.0,1,0,100.0,3.0,1,1,12500000.0
0,1.0,5.0,21.0,1.0,0,0,80.0,3.0,1,1,999000.0
0,1.0,23.0,4.0,7.0,0,0,80.0,3.0,0,1,3500000.0
0,2.0,5.0,18.0,1.0,0,0,150.0,5.0,1,1,3800000.0
0,1.0,5.0,18.0,1.0,0,0,85.0,3.0,1,1,1350000.0
0,1.0,4.0,7.0,1.0,0,0,90.0,3.0,1,1,1700000.0
0,1.0,3.0,13.0,3.0,0,0,70.0,3.0,1,1,2550000.0
0,1.0,5.0,1.0,1.0,0,0,120.0,4.0,1,1,3950000.0
0,2.0,5.0,21.0,5.0,0,0,180.0,7.0,1,1,2620000.0
0,2.0,12.0,13.0,1.0,0,0,110.0,3.0,0,1,3375000.0
0,1.0,5.0,21.0,2.0,0,0,85.0,3.0,1,1,1315000.0
0,1.0,4.0,0.0,1.0,0,0,65.0,3.0,1,1,2800000.0
0,2.0,3.0,21.0,2.0,0,0,140.0,4.0,1,1,2500000.0
0,1.0,5.0,0.0,3.0,0,0,110.0,4.0,1,1,3340000.0
0,2.0,5.0,0.0,4.0,0,0,180.0,6.0,1,1,6000000.0
0,1.0,5.0,21.0,1.0,0,0,120.0,4.0,1,1,1400000.0
1,1.0,5.0,7.0,1.0,0,0,66.0,3.0,1,1,1900000.0
0,1.0,4.0,13.0,1.0,0,0,90.0,3.0,1,1,3000000.0
0,2.0,4.0,7.0,3.0,0,0,240.0,7.0,1,1,7500000.0
0,1.0,4.0,4.0,1.0,0,0,95.0,3.0,1,1,1190000.0
0,2.0,3.0,13.0,1.0,0,0,105.0,3.0,1,1,3300000.0
1,1.0,15.0,7.0,6.0,1,0,51.0,2.0,1,1,1875000.0
1,1.0,15.0,7.0,5.0,1,0,51.0,2.0,1,1,2440000.0
1,1.0,15.0,7.0,7.0,1,0,58.0,2.0,0,1,2695000.0
0,1.0,4.0,21.0,2.0,0,0,120.0,4.0,1,1,1450000.0
1,1.0,7.0,7.0,1.0,0,0,100.0,3.0,1,1,1000000.0
0,3.0,6.0,21.0,5.0,0,0,250.0,7.0,1,1,4750000.0
0,1.0,4.0,21.0,2.0,0,0,85.0,3.0,1,1,1250000.0
0,1.0,5.0,7.0,1.0,0,0,65.0,3.0,1,1,1950000.0
0,2.0,3.0,7.0,25.0,0,0,185.0,5.0,0,1,2650000.0
0,1.0,4.0,21.0,1.0,0,0,80.0,3.0,1,1,1300000.0
